name,category,neighborhood,full_address,rating,review_count,phone,website,links_on_site,google_maps_url,scraped_at
Olive and Bread Kebena,Italian restaurant,Addis Ababa,"Shewareged Gedle St, Addis Ababa, Ethiopia",4.5,329.0,+251 97 979 3132,https://olivenbread.net/,https://nahoms.com | https://olivenbread.net/ | https://olivenbread.net/#About | https://olivenbread.net/#Contact | https://olivenbread.net/gallery/ | https://olivenbread.net/reservation/ | https://olivenbread.net/wp-content/uploads/2024/02/Olive-Menu-2.pdf | https://olivenbread.net/wp-content/uploads/2024/10/Olive-Menu-new-price.pdf | https://www.facebook.com/olivenbreadaddis | https://www.instagram.com/olivenbread/,,2026-05-10T06:08:51.640050+00:00
Jegol Arabian Restaurant,Mediterranean restaurant,Addis Ababa,"XQPQ+VPF, 2, Addis Ababa, Ethiopia",4.7,104.0,+251 91 122 2989,,,,2026-05-10T06:08:51.640050+00:00
2000 Habesha cultural restaurant | Bole Atlas | 2000 ሀበሻ የባህል ሬስቶራንት | ቦሌ አትላስ,Ethiopian restaurant,Addis Ababa,"Namibia St, Addis Ababa, Ethiopia",4.3,741.0,+251 91 283 8383,,,,2026-05-10T06:08:51.640050+00:00
Mitmita,Restaurant,Addis Ababa,"Millennium Apartment Hotel Rd, Addis Ababa, Ethiopia",4.3,322.0,+251 97 819 7800,,,,2026-05-10T06:08:51.640050+00:00
The Exclusive Restaurant,"Restaurant, Fine dining restaurant, Steak house",Addis Ababa,"XQVP+Q3C, XQVP+Q3X 123, Africa Ave, Addis Ababa, Ethiopia",4.6,481.0,+251 92 944 6238,,,,2026-05-10T06:08:51.640050+00:00
HOTTO,"Asian fusion restaurant, Restaurant",Addis Ababa,"1st Floor, The Place Building, Cape Verde St, Addis Ababa, Ethiopia",4.5,283.0,+251 90 347 5477,https://hottoaddis.com/,https://54.163.6.67/reservations/ | https://goo.gl/maps/BsZLjgQKF3g194j46 | https://goo.gl/maps/VQjDrqF7TeTdkykR9 | https://goo.gl/maps/x3KdGAugeeyqyh6G9 | https://hottoaddis.resos.com/booking | https://www.facebook.com/HOTTOAddis | https://www.hottoaddis.com/ | https://www.hottoaddis.com/about/ | https://www.hottoaddis.com/contact/ | https://www.hottoaddis.com/food-order/ | https://www.hottoaddis.com/menus/ | https://www.hottoaddis.com/reservation/ | https://www.hottoaddis.com/reservations/ | https://www.hottoaddis.com/wp-content/uploads/2024/09/Updated-A-La-Carte-Menu_Without_price.pdf | https://www.instagram.com/hotto_addis/ | https://www.linkedin.com/company/hotto-addis/ | https://www.monsterinsights.com/?utm_source=verifiedBadge&utm_medium=verifiedBadge&utm_campaign=verifiedbyMonsterInsights | https://www.tiktok.com/@hottoaddis | https://www.ultimatelysocial.com/?utm_source=usmplus_settings_page&utm_campaign=credit_link_to_homepage&utm_medium=banner,,2026-05-10T06:08:51.640050+00:00
Chillies Addis,"Indian restaurant, Hotel, Restaurant",Addis Ababa,"Addis Ababa ,Bole opp to New Stadium Next to Addissinia Hotel, Addis Ababa, Ethiopia",4.5,248.0,+251 91 262 7881,,,,2026-05-10T06:08:51.640050+00:00
Hebir Ethiopia Cultural Restaurant | Bole | ህብር ኢትዮጲያ ባህላዊ ሬስቶራንት | ቦሌ,Restaurant,Addis Ababa,"Africa Avenu Africa Ave, Addis Ababa, Ethiopia",4.1,297.0,+251 11 662 0922,,,,2026-05-10T06:08:51.640050+00:00
Meskott Culinary Experience,Restaurant,Addis Ababa,"2QP7+63Q, 4 kilo, King George VI St, Addis Ababa, Ethiopia",4.4,330.0,+251 90 387 9999,http://www.meskottculinary.com/,https://blihmarketing.com/ | https://goo.gl/maps/vpk7HFoL6JcMjp288 | https://instagram.com/meskott.et?igshid=NTc4MTIwNjQ2YQ== | https://meskottculinary.com/ | https://meskottculinary.com/#about | https://meskottculinary.com/#book | https://meskottculinary.com/#contact | https://meskottculinary.com/#thechef | https://meskottculinary.com/about-the-chef/ | https://t.me/+251984110000 | https://wa.link/oumlj1 | https://www.facebook.com/meskott.et/?mibextid=ZbWKwL,,2026-05-10T06:08:51.640050+00:00
Add Burger | Bole Medhanialem Branch | አድ በርገር | ቦሌ መድሀኒያለም ቅርንጫፍ | • 𝐋𝐎𝐕𝐄 𝐀𝐓 𝐅𝐈𝐑𝐒𝐓 𝐁𝐈𝐓𝐄 •,"Restaurant, Cocktail bar, Hamburger restaurant",Addis Ababa,"Besides Bank of Abyssinia, Addis Ababa, Ethiopia",4.0,94.0,+251 90 321 2272,https://shewaber.com/r/add-burger,,,2026-05-10T06:08:51.640050+00:00
ADD Restaurant | Ethiopian Skylight Hotel | ስካይላይት ሆቴል አድ ሬስቶራንት,Western restaurant,Addis Ababa,"XQQQ+6W7, Airport Rd, Addis Ababa, Ethiopia",4.8,108.0,+251 11 681 8181,https://www.ethiopianskylighthotel.com/restaurant-and-bar,https://cargo.ethiopianairlines.com/ | https://corporate.ethiopianairlines.com/AboutEthiopian | https://corporate.ethiopianairlines.com/aboutethiopian/careers | https://corporate.ethiopianairlines.com/catering | https://corporate.ethiopianairlines.com/eaa | https://corporate.ethiopianairlines.com/ground-service | https://corporate.ethiopianairlines.com/media | https://corporate.ethiopianairlines.com/media/Tender-Documents | https://corporate.ethiopianairlines.com/mro | https://skyflip.ethiopianskylighthotel.com/menus/skylight/add | https://skyflip.ethiopianskylighthotel.com/menus/skylight/aquarius | https://skyflip.ethiopianskylighthotel.com/menus/skylight/asianbay | https://skyflip.ethiopianskylighthotel.com/menus/skylight/baboon | https://skyflip.ethiopianskylighthotel.com/menus/skylight/beankeffa | https://skyflip.ethiopianskylighthotel.com/menus/skylight/connexions | https://skyflip.ethiopianskylighthotel.com/menus/skylight/ertale | https://skyflip.ethiopianskylighthotel.com/menus/skylight/hub | https://skyflip.ethiopianskylighthotel.com/menus/skylight/jegol | https://skyflip.ethiopianskylighthotel.com/menus/skylight/kmj | https://skyflip.ethiopianskylighthotel.com/menus/skylight/moodz | https://skyflip.ethiopianskylighthotel.com/menus/skylight/skylight_lounge | https://skyflip.ethiopianskylighthotel.com/menus/skylight/taem | https://skyflip.ethiopianskylighthotel.com/menus/skylight/terrace | https://skyflip.ethiopianskylighthotel.com/menus/skylight/tinytalian | https://twitter.com/etskylight | https://www.ethiopian-airports.com/#xd_co_f=Y2YzYzNiYjMtMzYwZi00ZjVkLWFiNzktZDJkM2IzY2Q0YmQ5~ | https://www.ethiopianairlines.com | https://www.ethiopianholidays.com | https://www.ethiopianskylighthotel.com/ | https://www.ethiopianskylighthotel.com/accommodation/accessible-room | https://www.ethiopianskylighthotel.com/accommodation/apartment-style | https://www.ethiopianskylighthotel.com/accommodation/deluxe-room | https://www.ethiopianskylighthotel.com/accommodation/executive-suite | https://www.ethiopianskylighthotel.com/accommodation/family-suite | https://www.ethiopianskylighthotel.com/accommodation/mini-suite | https://www.ethiopianskylighthotel.com/accommodation/premium-room-twin-shower | https://www.ethiopianskylighthotel.com/accommodation/presidential-suite | https://www.ethiopianskylighthotel.com/accommodation/standard-room-king-shower | https://www.ethiopianskylighthotel.com/bar-and-restaurant-reservation?title=ADD Restaurant | https://www.ethiopianskylighthotel.com/bar-and-restaurant-reservation?title=Asian Bay | https://www.ethiopianskylighthotel.com/bar-and-restaurant-reservation?title=Connexions Lobby Loundge | https://www.ethiopianskylighthotel.com/bar-and-restaurant-reservation?title=Moodz Sport Bar & Terrace | https://www.ethiopianskylighthotel.com/bar-and-restaurant-reservation?title=Sky Lounge | https://www.ethiopianskylighthotel.com/bar-and-restaurant-reservation?title=The Terrace | https://www.ethiopianskylighthotel.com/bar-and-restaurant-reservation?title=TinyTalian - Talian Restaurant | https://www.ethiopianskylighthotel.com/book/dining | https://www.ethiopianskylighthotel.com/book/dining#restaurant-and-bar | https://www.ethiopianskylighthotel.com/book/events#events | https://www.ethiopianskylighthotel.com/book/recreation | https://www.ethiopianskylighthotel.com/book/recreation#recreation | https://www.ethiopianskylighthotel.com/book/rooms-suites | https://www.ethiopianskylighthotel.com/book/rooms-suites#rooms-&-suites | https://www.ethiopianskylighthotel.com/book/sightseeing | https://www.ethiopianskylighthotel.com/book/sightseeing#sightseeing | https://www.ethiopianskylighthotel.com/contact | https://www.ethiopianskylighthotel.com/events | https://www.ethiopianskylighthotel.com/events#meeting-&-conference | https://www.ethiopianskylighthotel.com/events#tailor-made-events | https://www.ethiopianskylighthotel.com/events#wedding-&-events | https://www.ethiopianskylighthotel.com/faq | https://www.ethiopianskylighthotel.com/in-terminal-hotel | https://www.ethiopianskylighthotel.com/recreation | https://www.ethiopianskylighthotel.com/recreation#green-apple-health-club | https://www.ethiopianskylighthotel.com/recreation#serenity-spa | https://www.ethiopianskylighthotel.com/restaurant-and-bar#add-restaurant | https://www.ethiopianskylighthotel.com/restaurant-and-bar#aquarius-pool-bar | https://www.ethiopianskylighthotel.com/restaurant-and-bar#asian-bay-restaurant | https://www.ethiopianskylighthotel.com/restaurant-and-bar#baboon---lounge-bar | https://www.ethiopianskylighthotel.com/restaurant-and-bar#bean-kaffa | https://www.ethiopianskylighthotel.com/restaurant-and-bar#blu-jazz-bar | https://www.ethiopianskylighthotel.com/restaurant-and-bar#connexions-lobby-lounge-and-terrace | https://www.ethiopianskylighthotel.com/restaurant-and-bar#ertale-lounge | https://www.ethiopianskylighthotel.com/restaurant-and-bar#ethiopian-ta’em-cultural-restaurant | https://www.ethiopianskylighthotel.com/restaurant-and-bar#jegol-–-arabic-restaurant | https://www.ethiopianskylighthotel.com/restaurant-and-bar#sky-lounge | https://www.ethiopianskylighthotel.com/restaurant-and-bar#skylight-lounge | https://www.ethiopianskylighthotel.com/restaurant-and-bar#the-terrace | https://www.ethiopianskylighthotel.com/restaurant-and-bar#tinytalian-–-italian-restaurant | https://www.ethiopianskylighthotel.com/restaurantandbar | https://www.ethiopianskylighthotel.com/rooms-and-suites#accessible-room | https://www.ethiopianskylighthotel.com/rooms-and-suites#apartment-style | https://www.ethiopianskylighthotel.com/rooms-and-suites#deluxe-room | https://www.ethiopianskylighthotel.com/rooms-and-suites#executive-suite | https://www.ethiopianskylighthotel.com/rooms-and-suites#family-suite | https://www.ethiopianskylighthotel.com/rooms-and-suites#mini-suite | https://www.ethiopianskylighthotel.com/rooms-and-suites#premium-room | https://www.ethiopianskylighthotel.com/rooms-and-suites#presidential-suite | https://www.ethiopianskylighthotel.com/rooms-and-suites#standard-room | https://www.ethiopianskylighthotel.com/vacancies | https://www.facebook.com/etskylight | https://www.instagram.com/et.skylight/ | https://www.jegol-restaurant.com/reservations | https://www.linkedin.com/company/73185665/admin/dashboard/ | https://www.pinterest.com/ethiopianskylighthotel | https://www.youtube.com/%40ethiopianskylighthotel1789,,2026-05-10T06:08:54.589963+00:00
Verres en Vers,French restaurant,Addis Ababa 1000,"17, Kazanchis Business District Kirkos Subcity, 18, Addis Ababa 1000, Ethiopia",4.7,26.0,+251 11 515 7600,https://www.radissonblu.com/en/hotel-addisababa/restaurants?facilitatorId=CSOSEO&csref=org_gmb_sk_en_sn_ho_ADDZA-res,,,2026-05-10T06:08:54.589963+00:00
Cucina ኩሽና,Restaurant,Addis Ababa,"XQQR+PMF, Cameroon St, Addis Ababa, Ethiopia",4.6,18.0,+251 91 311 6832,,,,2026-05-10T06:08:54.589963+00:00
Kategna Restaurant,"Ethiopian restaurant, Bar, Breakfast restaurant, Restaurant",Addis Ababa,"Cameroon St, Addis Ababa, Ethiopia",4.4,716.0,+251 96 394 4444,https://kategnaaddis.com/,https://kategnaaddis.com/cdn-cgi/l/email-protection#700715121d1103041502301b110415171e1111141419035e131f1d,,2026-05-10T06:08:54.589963+00:00
Metro Bole Cafe and Restaurant,Restaurant,Morning Star Mall 1st floor,"Camerron st. Bole Medihanyalem Next to Ednamall, Morning Star Mall 1st floor, Ethiopia",3.8,36.0,,,,,2026-05-10T06:08:54.589963+00:00
Belvedere Restaurant,Italian restaurant,Addis Ababa in front of ASHAM TV,"NEW STADIUM, Addis Ababa in front of ASHAM TV, Ethiopia",4.5,238.0,+251 91 263 9280,,,,2026-05-10T06:08:54.589963+00:00
Ethiopian Ta'em Cultural Restaurant,Ethiopian restaurant,Addis Ababa,"XQQQ+6W7, Airport Rd, Addis Ababa, Ethiopia",4.7,46.0,+251 11 681 8181,https://www.jotform.com/app/220930516860554,,,2026-05-10T06:08:54.589963+00:00
Union Restaurant and Cocktail Bar,"Restaurant, Fine dining restaurant",Addis Ababa,"Bus Station, Africa Ave, Addis Ababa, Ethiopia",4.4,895.0,+251 99 173 0388,https://www.instagram.com/unionethiopia,,,2026-05-10T06:08:54.589963+00:00
Antica Bar & Restaurant | Bole | አንቲካ ባርና ሬስቶራንት | ቦሌ,"Restaurant, African restaurant, Italian restaurant, Pizza delivery, Pizza restaurant, Pizza Takeout, Western restaurant",Addis Ababa,"Cape Verde St, Addis Ababa, Ethiopia",4.0,243.0,+251 91 174 8675,https://www.anticaddis.com/,https://www.anticaddis.com/ | https://www.anticaddis.com/cart,,2026-05-10T06:08:54.589963+00:00
Ado kitchen |bole medhanialem| አዶ ኪችን | ቦሌመድሃኒአለም,Restaurant,Addis Ababa,"Cameroon St, Addis Ababa, Ethiopia",4.1,43.0,+251 94 836 8887,,,,2026-05-10T06:08:54.589963+00:00
Tamem Kitfo(Tradtional Restaurant) Gerji | ቴማም ክትፎ ገርጂ,Restaurant,Addis Ababa,"2R22+FXF, Addis Ababa, Ethiopia",4.6,24.0,+251 91 131 8754,,,,2026-05-10T06:08:54.589963+00:00
Namaste Ethiopia Multi-cuisine Indian Restaurant,"Indian restaurant, Modern Indian restaurant",Addis Ababa,"Beside Habesha Kurt & Restaurant, Addis Ababa, Ethiopia",4.6,106.0,+251 95 192 5757,,,,2026-05-10T06:08:54.589963+00:00
Maya Coffee & Cultural Restaurant,Family restaurant,Goro,"Goro, Ethiopia",5.0,19.0,+251 91 010 2295,,,,2026-05-10T06:08:54.589963+00:00
Vaccari Italian Restaurant,Restaurant,Addis Ababa,"unnammed Road, Addis Ababa, Ethiopia",4.5,242.0,+251 92 932 7238,,,,2026-05-10T06:08:54.589963+00:00
Konark Hotel & Indian Restaurant,Indian restaurant,Addis Ababa,"XQQP+9X2, Behind DH-GEDA TOWER, Addis Ababa, Ethiopia",4.3,748.0,+251 97 387 7777,,,,2026-05-10T06:08:54.589963+00:00
La Mandoline French Restaurant,French restaurant,Addis Ababa,"2QHM+RRR, 17 Côte D'Ivoire St, Addis Ababa, Ethiopia",4.3,206.0,+251 92 132 8507,,,,2026-05-10T06:08:54.589963+00:00
Chanoly Smoothie & Noodle,Restaurant,Addis Ababa,"Bole Airport Rd, Around FriendShip Hotel Kidus Bldg 3rd floor, Addis Ababa, Ethiopia",4.3,307.0,+251 90 929 7728,https://www.facebook.com/100046931336432/,,,2026-05-10T06:08:54.589963+00:00
Solo Majet | Bole Dildey | ሶሎ ማጀች | ቦሌ ድልድይ,Restaurant,Addis Ababa,"XQQR+XC9, Addis Ababa, Ethiopia",4.1,56.0,+251 90 288 4488,,,,2026-05-10T06:08:54.589963+00:00
Chanoly Smoothie & noodles | Bole Medhanialem | ቻኖሊ ኑድልስ | ቦሌ መድሀኒያለም,Chinese noodle restaurant,Addis Ababa,"XQWV+75V, Addis Ababa, Ethiopia",4.3,313.0,+251 92 734 9509,,,,2026-05-10T06:08:57.587637+00:00
Azmera Shiro No 2 | Bole Medhanialem | አዝመራ ሽሮ ቁ.2 | ቦሌ መዳኒያለም,Restaurant,Addis Ababa,"XQWR+9W7, Road, Addis Ababa, Ethiopia",4.3,76.0,+251 90 081 3491,,,,2026-05-10T06:08:57.588166+00:00
Ye Tiru Kitfo Cultural Restaurant | Bole Medhanialem |የጥሩ ክትፎ ባህላዊ ምግብ ቤት,Restaurant,Addis Ababa,"XQWP+X2, Addis Ababa, Ethiopia",4.3,53.0,+251 98 582 8282,,,,2026-05-10T06:08:57.588166+00:00
TS Professional Real-Estate Brokers,Chinese restaurant,Addis Ababa,"XQWP+MHP, Addis Ababa, Ethiopia",4.7,21.0,+251 90 877 8888,,,,2026-05-10T06:08:57.588166+00:00
Mama's Kitchen | Bole Medhanialm | ማማስ ኪችን | ቦሌ መድሐኒአለም,Restaurant,Addis Ababa,"XQWQ+72J, Addis Ababa, Ethiopia",3.6,177.0,+251 93 009 9356,,,,2026-05-10T06:08:57.588166+00:00
La Nouvelle Cafe & Restaurant l ላ ኑቬል ካፌ እና ሬስቶራንት,Restaurant,Addis Ababa,"Bole behind Millenium Hall, next to Ambassador Hotel, Addis Ababa, Ethiopia",4.1,277.0,+251 92 993 0200,https://instagram.com/la_nouvelle_addis?utm_medium=copy_link,,,2026-05-10T06:08:57.588166+00:00
Marcus Addis Restaurant & Sky Bar,Fine dining restaurant,Addis Ababa,"Head Office Tower 47th Floor, Ras Desta Damtew St, Addis Ababa, Ethiopia",4.2,660.0,+251 94 511 1111,https://www.marcusaddis.com/,"http://facebook.com/marcusaddisababa | https://getbento.com/?utm_source=footer&utm_campaign=marcusaddis.com | https://getbento.com/?utm_source=header&utm_campaign=marcusaddis.com | https://marcussamuelssongroup.com/ | https://widget.servmeco.com/?oid=1068 | https://www.google.com/maps/place/Commercial+Bank+of+Ethiopia+CBE-HEAD+OFFICE/@9.0156826,38.7532159,17z/data=!4m15!1m8!3m7!1s0x164b85c04640d9f1:0x41f0b5dc893680d9!2sRas+Desta+Damtew+St,+Addis+Ababa,+Ethiopia!3b1!8m2!3d9.0156773!4d38.7557908!16s%2Fg%2F1trqdkwr!3m5!1s0x164b859f51e4b97f:0x2871570f702aa0fc!8m2!3d9.016453!4d38.7543101!16s%2Fg%2F11t9nstg8b?entry=ttu | https://www.instagram.com/marcusaddisababa/ | https://www.marcusaddis.com/ | https://www.marcusaddis.com/about/ | https://www.marcusaddis.com/careers/ | https://www.marcusaddis.com/contact/ | https://www.marcusaddis.com/home/ | https://www.marcusaddis.com/location/hyatt-ethiopia-marcus-addis/ | https://www.marcusaddis.com/menus | https://www.marcusaddis.com/menus/ | https://www.marcusaddis.com/press/ | https://www.marcusaddis.com/private-events | https://www.marcusaddis.com/private-events/ | https://www.twitter.com/marcusaddisababa/",,2026-05-10T06:08:57.588166+00:00
THE ADDRESS,Restaurant,Addis Ababa,"XQQQ+M2H, Airport Rd, Addis Ababa, Ethiopia",4.5,19.0,,http://theaddressinaddis.com/,,,2026-05-10T06:08:57.588166+00:00
Tafach Restaurant | ጣፋጭ ሬስቶራንት,Restaurant,Addis Ababa 1000,"embassy, Bisrate gebriel behind, S Africa St, Addis Ababa 1000, Ethiopia",4.2,33.0,+251 99 201 4292,,,,2026-05-10T06:08:57.588166+00:00
Tsige Shiro | Bole Medhanealem | ፅጌ ሽሮ | ቦሌ መድኃኒዓለም,Restaurant,Addis Ababa,"XQWR+7CV, Unnamed Road, Addis Ababa, Ethiopia",4.0,37.0,,,,,2026-05-10T06:08:57.588166+00:00
Bella Ciao Chicken,Fast food restaurant,Addis Ababa,"Cameroon St, Addis Ababa, Ethiopia",4.4,84.0,+251 90 411 1777,,,,2026-05-10T06:08:57.588166+00:00
Beemnet kululu,"Buffet restaurant, Restaurant",Addis Ababa,"XQXQ+MMQ, Djibouti St, Addis Ababa, Ethiopia",4.5,38.0,+251 91 120 8910,,,,2026-05-10T06:08:57.588166+00:00
Bole Mini | ቦሌ ሚኒ,Restaurant,Addis Ababa,"XQQQ+H47, Addis Ababa, Ethiopia",4.1,87.0,,,,,2026-05-10T06:08:57.588166+00:00
