source_category,main_category,subcategory,business_name,normalized_name,location,normalized_location,phone,phone_clean,listing_url,image_url,duplicate_flag,notes
Gift Shop,Retail & Shopping,Gift & Flowers,Mena Inc.,Mena Inc.,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251975325354.0,2519753253540,https://amaklo.com/listing/mena-inc,https://amaklo.com/assets/upload/listing_thumbnail/dQdtawidl3oj28R8vmhtwQ3p8fZ5cS.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Pat Flower and Gift Shop,Pat Flower and Gift Shop,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251911209645.0,2519112096450,https://amaklo.com/listing/pat-flower-and-gift-shop,https://amaklo.com/assets/upload/listing_thumbnail/rBG2pFyD1hFxLrddS03GwfFGL08SEc.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Helen handcrafts and jewelry,Helen handcrafts and jewelry,"Ayat, Addis Ababa, Ethiopia","Ayat, Addis Ababa, Ethiopia",251913673882.0,2519136738820,https://amaklo.com/listing/helen-handcrafts-and-jewelry,https://amaklo.com/assets/upload/listing_thumbnail/jNt3row08wIBq5LxhxYQiXr1rCioNn.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Lila Products,Lila Products,"Mekanisa, Addis Ababa, Ethiopia","Mekanisa, Addis Ababa, Ethiopia",251912445645.0,2519124456450,https://amaklo.com/listing/lila-products,https://amaklo.com/assets/upload/listing_thumbnail/yq9UKwJE4YkOdbqC9f0v4ugeoa4AV9.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Lelina Gift Shop,Lelina Gift Shop,"Kotebe, Addis Ababa, Ethiopia","Kotebe, Addis Ababa, Ethiopia",251927182544.0,2519271825440,https://amaklo.com/listing/lelina-gift-shop,https://amaklo.com/assets/upload/listing_thumbnail/9WmaB84zMZ0EfQWABpGTIp7cXeIuIq.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Dengez Gifts,Dengez Gifts,"Gurd Shola, Addis Ababa, Ethiopia","Gurd Shola, Addis Ababa, Ethiopia",251911688363.0,2519116883630,https://amaklo.com/listing/dengez-gifts,https://amaklo.com/assets/upload/listing_thumbnail/oNoqdiZDj5pV0G8jUTrzylS7WhBwSY.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Garden of Grace,Garden of Grace,"Meskel Square, Addis Ababa, Ethiopia","Meskel Square, Addis Ababa, Ethiopia",251943999996.0,2519439999960,https://amaklo.com/listing/garden-of-grace,https://amaklo.com/assets/upload/listing_thumbnail/lBrCBKQcIFgEjuMQXvblXd14T7t193.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Luna Gifts & Flowers,Luna Gifts & Flowers,"22, Addis Ababa, Ethiopia","22, Addis Ababa, Ethiopia",251953000055.0,2519530000550,https://amaklo.com/listing/luna-gifts-flowers,https://amaklo.com/assets/upload/listing_thumbnail/JIo4hhbjyy6nfJEhxtwgC34T01H6OR.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Talari Addis,Talari Addis,"Gotera, Addis Ababa, Ethiopia","Gotera, Addis Ababa, Ethiopia",251966911566.0,2519669115660,https://amaklo.com/listing/talari-addis,https://amaklo.com/assets/upload/listing_thumbnail/Gtxp8N9j3mFjISfKmp3doKAoNtQqal.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Golden turip,Golden turip,251116183333,251116183333,,,https://amaklo.com/listing/golden-turip,https://amaklo.com/assets/upload/listing_thumbnail/Fy0Ii1QP2bngXI31KawS2kvh2GjqwW.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,The Adiss Ark,The Adiss Ark,"Gerji, Addis Ababa, Ethiopia","Gerji, Addis Ababa, Ethiopia",251911643940.0,2519116439400,https://amaklo.com/listing/the-adiss-ark,https://amaklo.com/assets/upload/listing_thumbnail/g4FWWZYD1cqn5rjZAcSOBFdFW6Kh2j.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,C Fun Addis,C Fun Addis,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251930337133.0,2519303371330,https://amaklo.com/listing/c-fun-addis,https://amaklo.com/assets/upload/listing_thumbnail/V6WW6kbVVEsoXI25raEnRlZIRSxasO.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Zmama Hote,Zmama Hote,"22, Addis Ababa, Ethiopia","22, Addis Ababa, Ethiopia",251930362251.0,2519303622510,https://amaklo.com/listing/zmama-hote,https://amaklo.com/assets/upload/listing_thumbnail/flPTrFS53aJjo4GQj4ogeocbDYdXks.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Churchill,Churchill,"Piassa, Addis Ababa, Ethiopia","Piassa, Addis Ababa, Ethiopia",251111111212.0,2511111112120,https://amaklo.com/listing/churchill,https://amaklo.com/assets/upload/listing_thumbnail/GKBQFeAPEQETyHvtUI8tVih7iaiVbP.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Haile Grand,Haile Grand,"Megenagna, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251927747474.0,2519277474740,https://amaklo.com/listing/haile-grand,https://amaklo.com/assets/upload/listing_thumbnail/KLNpxHYIbyqFTSvPTyPoqIKDV6TyYy.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,The Grand palace,The Grand palace,"Urael, Addis Ababa, Ethiopia","Urael, Addis Ababa, Ethiopia",251115181616.0,2511151816160,https://amaklo.com/listing/the-grand-palace,https://amaklo.com/assets/upload/listing_thumbnail/Wt1yMBXABGZexb4FwRmePZ1U9ihJZS.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Delmelà,Delmelà,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251980635959.0,2519806359590,https://amaklo.com/listing/delmela,https://amaklo.com/assets/upload/listing_thumbnail/e0wRVPmhjMIjp2nD0dVXhFJDxmshV1.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Sosha,Sosha,"4 Killo, Addis Ababa, Ethiopia","4 Killo, Addis Ababa, Ethiopia",251933424242.0,2519334242420,https://amaklo.com/listing/sosha,https://amaklo.com/assets/upload/listing_thumbnail/6Vu4g625FNPkcJ5ZT9nJds9bM3H6Hj.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Grand Eliana,Grand Eliana,"Piassa, Addis Ababa, Ethiopia","Piassa, Addis Ababa, Ethiopia",251111262600.0,2511112626000,https://amaklo.com/listing/grand-eliana,https://amaklo.com/assets/upload/listing_thumbnail/6WlWOEKRFrivnjrZ8Vu7GsmeM0SWOP.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Dink donut,Dink donut,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251900673601.0,2519006736010,https://amaklo.com/listing/dink-donut,https://amaklo.com/assets/upload/listing_thumbnail/FiB2LoCFFf1LmYeuZhq8ZqPFqq8GHv.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Lee Lega Store,Lee Lega Store,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251954909999.0,2519549099990,https://amaklo.com/listing/lee-lega-store,https://amaklo.com/assets/upload/listing_thumbnail/3Su7AO3SN3VvwgWQO8YjP6eMYSoI9q.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Café LELA,Café LELA,"Urael, Addis Ababa, Ethiopia","Urael, Addis Ababa, Ethiopia",251911384546.0,2519113845460,https://amaklo.com/listing/cafe-lela,https://amaklo.com/assets/upload/listing_thumbnail/ibZUUwwJnWO8AVoLsczFjPUyRECqP1.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,AandAfta Café,AandAfta Café,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251906303132.0,2519063031320,https://amaklo.com/listing/aandafta-cafe,https://amaklo.com/assets/upload/listing_thumbnail/j36CGhBSQjpmREudTEQe2tSqwmJPJ4.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,The Goat Café,The Goat Café,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251966935941.0,2519669359410,https://amaklo.com/listing/the-goat-cafe,https://amaklo.com/assets/upload/listing_thumbnail/UL8wG3qs5GjsW6KS5N3VLkyKcjrI0G.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Mamokacha,Mamokacha,"Sarbet, Addis Ababa, Ethiopia","Sarbet, Addis Ababa, Ethiopia",251116673220.0,2511166732200,https://amaklo.com/listing/mamokacha,https://amaklo.com/assets/upload/listing_thumbnail/15ThGCbxSmTNsPYGsACpVyhEzHOCiM.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Cremino café,Cremino café,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251944063338.0,2519440633380,https://amaklo.com/listing/cremino-cafe,https://amaklo.com/assets/upload/listing_thumbnail/wZHgAQEetVNhrxdDfvyr0FooG0RoN1.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Chez Jean Pierre patisserie,Chez Jean Pierre patisserie,"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251967477777.0,2519674777770,https://amaklo.com/listing/chez-jean-pierre-patisserie,https://amaklo.com/assets/upload/listing_thumbnail/U7RG8RggLViJOWEp17H2aavDAOdvT1.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Jébena café,Jébena café,"Megenanga, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251948033467.0,2519480334670,https://amaklo.com/listing/jebena-cafe,https://amaklo.com/assets/upload/listing_thumbnail/EwU2Q7yCKrxIYMfPwumpdRD8WL5bnE.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Ummah’s Alawada,Ummah's Alawada,"Meskel Flower, Addis Ababa, Ethiopia","Meskel Flower, Addis Ababa, Ethiopia",251988052808.0,2519880528080,https://amaklo.com/listing/ummah-s-alawada,https://amaklo.com/assets/upload/listing_thumbnail/hLDUELSmek7ByzRcCBRMWDi6pCiLZu.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Enitewawek,Enitewawek,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251963812959.0,2519638129590,https://amaklo.com/listing/enitewawek,https://amaklo.com/assets/upload/listing_thumbnail/E0UmFADrLUfC8eY2iBAzYHLGbElekT.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Tryst Addis,Tryst Addis,"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251906084408.0,2519060844080,https://amaklo.com/listing/tryst-addis,https://amaklo.com/assets/upload/listing_thumbnail/rhEDYequlEUT3G7p8V4txGptw4grcB.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Chez Jean Pierre patisserie,Chez Jean Pierre patisserie,"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251967477777.0,2519674777770,https://amaklo.com/listing/chez-jean-pierre-patisserie,https://amaklo.com/assets/upload/listing_thumbnail/U7RG8RggLViJOWEp17H2aavDAOdvT1.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Jébena café,Jébena café,"Megenanga, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251948033467.0,2519480334670,https://amaklo.com/listing/jebena-cafe,https://amaklo.com/assets/upload/listing_thumbnail/EwU2Q7yCKrxIYMfPwumpdRD8WL5bnE.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Ummah’s Alawada,Ummah's Alawada,"Meskel Flower, Addis Ababa, Ethiopia","Meskel Flower, Addis Ababa, Ethiopia",251988052808.0,2519880528080,https://amaklo.com/listing/ummah-s-alawada,https://amaklo.com/assets/upload/listing_thumbnail/hLDUELSmek7ByzRcCBRMWDi6pCiLZu.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Enitewawek,Enitewawek,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251963812959.0,2519638129590,https://amaklo.com/listing/enitewawek,https://amaklo.com/assets/upload/listing_thumbnail/E0UmFADrLUfC8eY2iBAzYHLGbElekT.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Tryst Addis,Tryst Addis,"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251906084408.0,2519060844080,https://amaklo.com/listing/tryst-addis,https://amaklo.com/assets/upload/listing_thumbnail/rhEDYequlEUT3G7p8V4txGptw4grcB.jpg,True,Possible duplicate: same normalized name + phone
Gift Shop,Retail & Shopping,Gift & Flowers,Laboba Bubble Tea Shop,Laboba Bubble Tea Shop,"Bisrate Gebriel, Addis Ababa, Ethiopia","Bisrate Gebriel, Addis Ababa, Ethiopia",251952561818.0,2519525618180,https://amaklo.com/listing/laboba-bubble-tea-shop,https://amaklo.com/assets/upload/listing_thumbnail/z8vMfWUliKERIzlJzeo7zqVuirWJvA.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Oslo Café,Oslo Café,"Piassa, Addis Ababa, Ethiopia","Piassa, Addis Ababa, Ethiopia",251911288067.0,2519112880670,https://amaklo.com/listing/oslo-cafe,https://amaklo.com/assets/upload/listing_thumbnail/apUgOz9tCkaeAYlxQB8ogb1pYfo1u1.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Yucca House,Yucca House,"Piassa, Addis Ababa, Ethiopia","Piassa, Addis Ababa, Ethiopia",251116672405.0,2511166724050,https://amaklo.com/listing/yucca-house,https://amaklo.com/assets/upload/listing_thumbnail/lKqbVacY6zli8WxylKB0vdr7drNMTY.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,The blue hen,The blue hen,"Sarbet, Addis Ababa, Ethiopia","Sarbet, Addis Ababa, Ethiopia",251991721626.0,2519917216260,https://amaklo.com/listing/the-blue-hen,https://amaklo.com/assets/upload/listing_thumbnail/Wk3McvP5s1vJXiRnnHk0oaLmKvXNOZ.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Tomoca Café,Tomoca Café,"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251115157600.0,2511151576000,https://amaklo.com/listing/tomoca-cafe,https://amaklo.com/assets/upload/listing_thumbnail/z99q27wXJZqrlkvb6HDEumk3RSorNL.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Tee Keks,Tee Keks,"Kazanchis, Addis Ababa, Ethiopia","Kazanchis, Addis Ababa, Ethiopia",251951100394.0,2519511003940,https://amaklo.com/listing/tee-keks,https://amaklo.com/assets/upload/listing_thumbnail/UmDRYd5yt0B1eDT0zAdKySTWjRNqgX.jpg,False,
Gift Shop,Education,School & Academy,Abadir School,Abadir School,"Mekanisa, Addis Ababa, Ethiopia","Mekanisa, Addis Ababa, Ethiopia",251920128232.0,2519201282320,https://amaklo.com/listing/abadir-school,https://amaklo.com/assets/upload/listing_thumbnail/yHrnPFkJRIroLSnciL8iCupSXrxlnw.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Project one furniture,Project one furniture,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251939894290.0,2519398942900,https://amaklo.com/listing/project-one-furniture,https://amaklo.com/assets/upload/listing_thumbnail/4WseptbgVZBnxWTlstWfHw0Wfv0nAB.jpg,False,
Gift Shop,Retail & Shopping,Supermarket,Shoa Supermarket Megenagna Branch,Shoa Supermarket Megenagna Branch,"Megenagna, Addis Ababa, Ethiopia","Megenagna, Addis Ababa, Ethiopia",251920128232.0,2519201282320,https://amaklo.com/listing/shoa-supermarket-megenagna-branch,https://amaklo.com/assets/upload/listing_thumbnail/vLyGBrKJT2gCcTPOHrDv3NkI2rBaZy.jpg,False,
Gift Shop,Retail & Shopping,Supermarket,Hypermarket,Hypermarket,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251911267957.0,2519112679570,https://amaklo.com/listing/hypermarket,https://amaklo.com/assets/upload/listing_thumbnail/AfVNXv7PB3I3GLSLcF1hKQT7pWUgty.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,TinyTalian,TinyTalian,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251116818181.0,2511168181810,https://amaklo.com/listing/tinytalian,https://amaklo.com/assets/upload/listing_thumbnail/mczcp6EOXTiaoWuPXCZuGWMvWFYNjk.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Emma’s Café Patisserie Resto,Emma's Café Patisserie Resto,"Lebu, Addis Ababa, Ethiopia","Lebu, Addis Ababa, Ethiopia",251987654321.0,2519876543210,https://amaklo.com/listing/emma-s-cafe-patisserie-resto,https://amaklo.com/assets/upload/listing_thumbnail/5HrqT2y3fQIxQt4S0ragueKpcm79D8.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Donut Stop,Donut Stop,"Torhayloch, Addis Ababa, Ethiopia","Torhayloch, Addis Ababa, Ethiopia",251911198209.0,2519111982090,https://amaklo.com/listing/donut-stop,https://amaklo.com/assets/upload/listing_thumbnail/RinG5uPNHOkL518AGqXBjO1r1vIaXd.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Fogo No Chao,Fogo No Chao,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251116393939.0,2511163939390,https://amaklo.com/listing/fogo-no-chao,https://amaklo.com/assets/upload/listing_thumbnail/M2Zg63DvwDx1jdfx9mxVfymqtshcV3.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Yimana Kitfo,Yimana Kitfo,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251930034668.0,2519300346680,https://amaklo.com/listing/yimana-kitfo,https://amaklo.com/assets/upload/listing_thumbnail/OMky1oHhnuFJg9QMhKKa2QhEtRCB3a.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Manyazewal Eshetu Gibi,Manyazewal Eshetu Gibi,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251987209020.0,2519872090200,https://amaklo.com/listing/manyazewal-eshetu-gibi,https://amaklo.com/assets/upload/listing_thumbnail/OdAkYVpvc6J7kvehKphfDMnhsJlOPN.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Piccolo Addis and cleaning hub,Piccolo Addis and cleaning hub,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251936366286.0,2519363662860,https://amaklo.com/listing/piccolo-addis-and-cleaning-hub,https://amaklo.com/assets/upload/listing_thumbnail/rniinMCVBON9BmE6LYNnx4PovZdLGg.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Atmosphere,Atmosphere,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251966935941.0,2519669359410,https://amaklo.com/listing/atmosphere,https://amaklo.com/assets/upload/listing_thumbnail/H6zBPxqWRi1wOSJOJaKqvr05rFw7jw.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,Yegna Doro,Yegna Doro,"Bole, Addis Ababa, Ethiopia","Bole, Addis Ababa, Ethiopia",251903332222.0,2519033322220,https://amaklo.com/listing/yegna-doro,https://amaklo.com/assets/upload/listing_thumbnail/4eXIqFmuE4gPxl6jcWzGPlHSk2qw3F.jpg,False,
Gift Shop,Retail & Shopping,Gift & Flowers,The Mug Addis,The Mug Addis,251919352656,251919352656,,,https://amaklo.com/listing/the-mug-addis,https://amaklo.com/assets/upload/listing_thumbnail/X13dezRs1BJ5Wg3FX0gMu4KT4g7FDY.jpg,False,
